File Name wav,label
wav_AAAbDFEbEbC#99825331.wav,"[387, 57, 355, 305, 185, 387, 57, 355, 305, 185, 387, 56, 355, 305, 184, 387, 50, 355, 305, 178, 387, 53, 355, 305, 181, 387, 51, 355, 305, 179, 387, 51, 355, 305, 179, 387, 49, 355, 305, 177]"
wav_EC#GAEEbGDC#Bb41794372110.wav,"[387, 52, 355, 275, 180, 387, 49, 355, 275, 177, 387, 55, 355, 275, 183, 387, 57, 355, 275, 185, 387, 52, 355, 275, 180, 387, 51, 355, 275, 179, 387, 55, 355, 275, 183, 387, 50, 355, 275, 178, 387, 49, 355, 275, 177, 387, 58, 355, 275, 186]"
wav_DAEbBbEE2931044.wav,"[387, 50, 330, 178, 387, 57, 330, 185, 387, 51, 330, 179, 387, 58, 330, 186, 387, 52, 330, 180, 387, 52, 330, 180]"
wav_AbEbF#F#C83660.wav,"[387, 56, 341, 184, 387, 51, 341, 179, 387, 54, 341, 182, 387, 54, 341, 182, 387, 48, 341, 176]"
wav_AbEAC#C84910.wav,"[387, 56, 341, 184, 387, 52, 341, 180, 387, 57, 341, 185, 387, 49, 341, 177, 387, 48, 341, 176]"
wav_GEAbCBAbFFC#Ab74801185518.wav,"[387, 55, 341, 183, 387, 52, 341, 180, 387, 56, 341, 184, 387, 48, 341, 176, 387, 59, 341, 187, 387, 56, 341, 184, 387, 53, 341, 181, 387, 53, 341, 181, 387, 49, 341, 177, 387, 56, 341, 184]"
wav_EDCAAbAFF42098955.wav,"[387, 52, 355, 275, 180, 387, 50, 355, 275, 178, 387, 48, 355, 275, 176, 387, 57, 355, 275, 185, 387, 56, 355, 275, 184, 387, 57, 355, 275, 185, 387, 53, 355, 275, 181, 387, 53, 355, 275, 181]"
wav_GAEbFAbDC#EDBb79358214210.wav,"[387, 55, 341, 183, 387, 57, 341, 185, 387, 51, 341, 179, 387, 53, 341, 181, 387, 56, 341, 184, 387, 50, 341, 178, 387, 49, 341, 177, 387, 52, 341, 180, 387, 50, 341, 178, 387, 58, 341, 186]"
wav_BbDBbFDC#BbE10210521104.wav,"[387, 58, 355, 305, 186, 387, 50, 355, 305, 178, 387, 58, 355, 305, 186, 387, 53, 355, 305, 181, 387, 50, 355, 305, 178, 387, 49, 355, 305, 177, 387, 58, 355, 305, 186, 387, 52, 355, 305, 180]"
wav_EBbAG41097.wav,"[387, 52, 330, 180, 387, 58, 330, 186, 387, 57, 330, 185, 387, 55, 330, 183]"
wav_EbAAC3990.wav,"[387, 51, 341, 179, 387, 57, 341, 185, 387, 57, 341, 185, 387, 48, 341, 176]"
wav_GGAbDF#FECEb778265403.wav,"[387, 55, 330, 183, 387, 55, 330, 183, 387, 56, 330, 184, 387, 50, 330, 178, 387, 54, 330, 182, 387, 53, 330, 181, 387, 52, 330, 180, 387, 48, 330, 176, 387, 51, 330, 179]"
wav_BbAGAbEbF#AbF#Ab1097836868.wav,"[387, 58, 355, 275, 186, 387, 57, 355, 275, 185, 387, 55, 355, 275, 183, 387, 56, 355, 275, 184, 387, 51, 355, 275, 179, 387, 54, 355, 275, 182, 387, 56, 355, 275, 184, 387, 54, 355, 275, 182, 387, 56, 355, 275, 184]"
wav_BDEbEbACEBbA11233904109.wav,"[387, 59, 355, 187, 387, 50, 355, 178, 387, 51, 355, 179, 387, 51, 355, 179, 387, 57, 355, 185, 387, 48, 355, 176, 387, 52, 355, 180, 387, 58, 355, 186, 387, 57, 355, 185]"
wav_BAbCFCAbAbE118050884.wav,"[387, 59, 355, 275, 187, 387, 56, 355, 275, 184, 387, 48, 355, 275, 176, 387, 53, 355, 275, 181, 387, 48, 355, 275, 176, 387, 56, 355, 275, 184, 387, 56, 355, 275, 184, 387, 52, 355, 275, 180]"
wav_GEBbBF7410115.wav,"[387, 55, 355, 275, 183, 387, 52, 355, 275, 180, 387, 58, 355, 275, 186, 387, 59, 355, 275, 187, 387, 53, 355, 275, 181]"
wav_BbEbGDF103725.wav,"[387, 58, 330, 186, 387, 51, 330, 179, 387, 55, 330, 183, 387, 50, 330, 178, 387, 53, 330, 181]"
wav_GGEbGDEbBbAF#7737231096.wav,"[387, 55, 330, 183, 387, 55, 330, 183, 387, 51, 330, 179, 387, 55, 330, 183, 387, 50, 330, 178, 387, 51, 330, 179, 387, 58, 330, 186, 387, 57, 330, 185, 387, 54, 330, 182]"
wav_F#GGEEF#BCBC677446110110.wav,"[387, 54, 355, 182, 387, 55, 355, 183, 387, 55, 355, 183, 387, 52, 355, 180, 387, 52, 355, 180, 387, 54, 355, 182, 387, 59, 355, 187, 387, 48, 355, 176, 387, 59, 355, 187, 387, 48, 355, 176]"
wav_BEDAF#DBbE1142962104.wav,"[387, 59, 341, 187, 387, 52, 341, 180, 387, 50, 341, 178, 387, 57, 341, 185, 387, 54, 341, 182, 387, 50, 341, 178, 387, 58, 341, 186, 387, 52, 341, 180]"
wav_DAbECC#28401.wav,"[387, 50, 355, 178, 387, 56, 355, 184, 387, 52, 355, 180, 387, 48, 355, 176, 387, 49, 355, 177]"
wav_ADC#BEbEbF92111335.wav,"[387, 57, 355, 275, 185, 387, 50, 355, 275, 178, 387, 49, 355, 275, 177, 387, 59, 355, 275, 187, 387, 51, 355, 275, 179, 387, 51, 355, 275, 179, 387, 53, 355, 275, 181]"
wav_BbAbGGAbEB108778411.wav,"[387, 58, 341, 186, 387, 56, 341, 184, 387, 55, 341, 183, 387, 55, 341, 183, 387, 56, 341, 184, 387, 52, 341, 180, 387, 59, 341, 187]"
wav_EBCF#EbC#F#ECE41106316404.wav,"[387, 52, 341, 180, 387, 59, 341, 187, 387, 48, 341, 176, 387, 54, 341, 182, 387, 51, 341, 179, 387, 49, 341, 177, 387, 54, 341, 182, 387, 52, 341, 180, 387, 48, 341, 176, 387, 52, 341, 180]"
wav_GBbEbBb710310.wav,"[387, 55, 341, 183, 387, 58, 341, 186, 387, 51, 341, 179, 387, 58, 341, 186]"
wav_GGAbBEb778113.wav,"[387, 55, 355, 305, 183, 387, 55, 355, 305, 183, 387, 56, 355, 305, 184, 387, 59, 355, 305, 187, 387, 51, 355, 305, 179]"
wav_BF#FDDC#EbF#Eb1165221363.wav,"[387, 59, 355, 275, 187, 387, 54, 355, 275, 182, 387, 53, 355, 275, 181, 387, 50, 355, 275, 178, 387, 50, 355, 275, 178, 387, 49, 355, 275, 177, 387, 51, 355, 275, 179, 387, 54, 355, 275, 182, 387, 51, 355, 275, 179]"
wav_AEbGEbEbAbEAbE937338484.wav,"[387, 57, 330, 185, 387, 51, 330, 179, 387, 55, 330, 183, 387, 51, 330, 179, 387, 51, 330, 179, 387, 56, 330, 184, 387, 52, 330, 180, 387, 56, 330, 184, 387, 52, 330, 180]"
wav_DAF295.wav,"[387, 50, 355, 275, 178, 387, 57, 355, 275, 185, 387, 53, 355, 275, 181]"
wav_F#CDEbEGCFB6023470511.wav,"[387, 54, 330, 182, 387, 48, 330, 176, 387, 50, 330, 178, 387, 51, 330, 179, 387, 52, 330, 180, 387, 55, 330, 183, 387, 48, 330, 176, 387, 53, 330, 181, 387, 59, 330, 187]"
wav_CDF#026.wav,"[387, 48, 341, 176, 387, 50, 341, 178, 387, 54, 341, 182]"
wav_EbEB3411.wav,"[387, 51, 355, 275, 179, 387, 52, 355, 275, 180, 387, 59, 355, 275, 187]"
wav_FAbDBbDEABb5821024910.wav,"[387, 53, 341, 181, 387, 56, 341, 184, 387, 50, 341, 178, 387, 58, 341, 186, 387, 50, 341, 178, 387, 52, 341, 180, 387, 57, 341, 185, 387, 58, 341, 186]"
wav_DGGBF#C#DC#Bb27711612110.wav,"[387, 50, 355, 275, 178, 387, 55, 355, 275, 183, 387, 55, 355, 275, 183, 387, 59, 355, 275, 187, 387, 54, 355, 275, 182, 387, 49, 355, 275, 177, 387, 50, 355, 275, 178, 387, 49, 355, 275, 177, 387, 58, 355, 275, 186]"
wav_ECGA4079.wav,"[387, 52, 341, 180, 387, 48, 341, 176, 387, 55, 341, 183, 387, 57, 341, 185]"
wav_FC#BFFEC#51115541.wav,"[387, 53, 355, 181, 387, 49, 355, 177, 387, 59, 355, 187, 387, 53, 355, 181, 387, 53, 355, 181, 387, 52, 355, 180, 387, 49, 355, 177]"
wav_BC#F#FEbF#1116536.wav,"[387, 59, 355, 275, 187, 387, 49, 355, 275, 177, 387, 54, 355, 275, 182, 387, 53, 355, 275, 181, 387, 51, 355, 275, 179, 387, 54, 355, 275, 182]"
wav_DAbGBbAbBb28710810.wav,"[387, 50, 355, 305, 178, 387, 56, 355, 305, 184, 387, 55, 355, 305, 183, 387, 58, 355, 305, 186, 387, 56, 355, 305, 184, 387, 58, 355, 305, 186]"
wav_BbCDCEbEbC#CBb10020331010.wav,"[387, 58, 355, 186, 387, 48, 355, 176, 387, 50, 355, 178, 387, 48, 355, 176, 387, 51, 355, 179, 387, 51, 355, 179, 387, 49, 355, 177, 387, 48, 355, 176, 387, 58, 355, 186]"
wav_AF#CF#EEbAF96064395.wav,"[387, 57, 355, 185, 387, 54, 355, 182, 387, 48, 355, 176, 387, 54, 355, 182, 387, 52, 355, 180, 387, 51, 355, 179, 387, 57, 355, 185, 387, 53, 355, 181]"
wav_BEAbDGF1148275.wav,"[387, 59, 355, 275, 187, 387, 52, 355, 275, 180, 387, 56, 355, 275, 184, 387, 50, 355, 275, 178, 387, 55, 355, 275, 183, 387, 53, 355, 275, 181]"
wav_BbAAb1098.wav,"[387, 58, 355, 275, 186, 387, 57, 355, 275, 185, 387, 56, 355, 275, 184]"
wav_BC#C#1111.wav,"[387, 59, 355, 187, 387, 49, 355, 177, 387, 49, 355, 177]"
wav_FDEAFAb524958.wav,"[387, 53, 330, 181, 387, 50, 330, 178, 387, 52, 330, 180, 387, 57, 330, 185, 387, 53, 330, 181, 387, 56, 330, 184]"
wav_C#C#AbABEC11891140.wav,"[387, 49, 355, 177, 387, 49, 355, 177, 387, 56, 355, 184, 387, 57, 355, 185, 387, 59, 355, 187, 387, 52, 355, 180, 387, 48, 355, 176]"
wav_C#EGBb14710.wav,"[387, 49, 355, 177, 387, 52, 355, 180, 387, 55, 355, 183, 387, 58, 355, 186]"
wav_F#FF#FBFGBbAbC#656511571081.wav,"[387, 54, 355, 182, 387, 53, 355, 181, 387, 54, 355, 182, 387, 53, 355, 181, 387, 59, 355, 187, 387, 53, 355, 181, 387, 55, 355, 183, 387, 58, 355, 186, 387, 56, 355, 184, 387, 49, 355, 177]"
wav_F#AbEbGBDDGEA68371122749.wav,"[387, 54, 330, 182, 387, 56, 330, 184, 387, 51, 330, 179, 387, 55, 330, 183, 387, 59, 330, 187, 387, 50, 330, 178, 387, 50, 330, 178, 387, 55, 330, 183, 387, 52, 330, 180, 387, 57, 330, 185]"
wav_DBF2115.wav,"[387, 50, 355, 305, 178, 387, 59, 355, 305, 187, 387, 53, 355, 305, 181]"
wav_BbBbF#F#AbEF#C#C#10106684611.wav,"[387, 58, 355, 305, 186, 387, 58, 355, 305, 186, 387, 54, 355, 305, 182, 387, 54, 355, 305, 182, 387, 56, 355, 305, 184, 387, 52, 355, 305, 180, 387, 54, 355, 305, 182, 387, 49, 355, 305, 177, 387, 49, 355, 305, 177]"
wav_AbBbAbFA810859.wav,"[387, 56, 330, 184, 387, 58, 330, 186, 387, 56, 330, 184, 387, 53, 330, 181, 387, 57, 330, 185]"
wav_FAbA589.wav,"[387, 53, 355, 181, 387, 56, 355, 184, 387, 57, 355, 185]"
wav_AGBC#C#GE97111174.wav,"[387, 57, 355, 275, 185, 387, 55, 355, 275, 183, 387, 59, 355, 275, 187, 387, 49, 355, 275, 177, 387, 49, 355, 275, 177, 387, 55, 355, 275, 183, 387, 52, 355, 275, 180]"
wav_GF#BbEAbBbE761048104.wav,"[387, 55, 330, 183, 387, 54, 330, 182, 387, 58, 330, 186, 387, 52, 330, 180, 387, 56, 330, 184, 387, 58, 330, 186, 387, 52, 330, 180]"
wav_C#F#F#F#F#16666.wav,"[387, 49, 355, 275, 177, 387, 54, 355, 275, 182, 387, 54, 355, 275, 182, 387, 54, 355, 275, 182, 387, 54, 355, 275, 182]"
wav_FAFBbE595104.wav,"[387, 53, 341, 181, 387, 57, 341, 185, 387, 53, 341, 181, 387, 58, 341, 186, 387, 52, 341, 180]"
wav_C#EbFF#GAGDE135679724.wav,"[387, 49, 355, 305, 177, 387, 51, 355, 305, 179, 387, 53, 355, 305, 181, 387, 54, 355, 305, 182, 387, 55, 355, 305, 183, 387, 57, 355, 305, 185, 387, 55, 355, 305, 183, 387, 50, 355, 305, 178, 387, 52, 355, 305, 180]"
wav_ADFBF#C#EDAF92511614295.wav,"[387, 57, 330, 185, 387, 50, 330, 178, 387, 53, 330, 181, 387, 59, 330, 187, 387, 54, 330, 182, 387, 49, 330, 177, 387, 52, 330, 180, 387, 50, 330, 178, 387, 57, 330, 185, 387, 53, 330, 181]"
wav_AAbC#GA98179.wav,"[387, 57, 330, 185, 387, 56, 330, 184, 387, 49, 330, 177, 387, 55, 330, 183, 387, 57, 330, 185]"
wav_ADFD9252.wav,"[387, 57, 330, 185, 387, 50, 330, 178, 387, 53, 330, 181, 387, 50, 330, 178]"
wav_AbCC#C#DBbDGD8011210272.wav,"[387, 56, 355, 184, 387, 48, 355, 176, 387, 49, 355, 177, 387, 49, 355, 177, 387, 50, 355, 178, 387, 58, 355, 186, 387, 50, 355, 178, 387, 55, 355, 183, 387, 50, 355, 178]"
wav_C#C#DAAb11298.wav,"[387, 49, 355, 177, 387, 49, 355, 177, 387, 50, 355, 178, 387, 57, 355, 185, 387, 56, 355, 184]"
wav_BbF#DF#EABAD10626491192.wav,"[387, 58, 355, 275, 186, 387, 54, 355, 275, 182, 387, 50, 355, 275, 178, 387, 54, 355, 275, 182, 387, 52, 355, 275, 180, 387, 57, 355, 275, 185, 387, 59, 355, 275, 187, 387, 57, 355, 275, 185, 387, 50, 355, 275, 178]"
wav_ABbAAEbBbFABbBb91099310591010.wav,"[387, 57, 355, 275, 185, 387, 58, 355, 275, 186, 387, 57, 355, 275, 185, 387, 57, 355, 275, 185, 387, 51, 355, 275, 179, 387, 58, 355, 275, 186, 387, 53, 355, 275, 181, 387, 57, 355, 275, 185, 387, 58, 355, 275, 186, 387, 58, 355, 275, 186]"
wav_CAFF#GBCADC09567110920.wav,"[387, 48, 330, 176, 387, 57, 330, 185, 387, 53, 330, 181, 387, 54, 330, 182, 387, 55, 330, 183, 387, 59, 330, 187, 387, 48, 330, 176, 387, 57, 330, 185, 387, 50, 330, 178, 387, 48, 330, 176]"
wav_AbCB8011.wav,"[387, 56, 355, 305, 184, 387, 48, 355, 305, 176, 387, 59, 355, 305, 187]"
wav_GAbC#ABbAbF#EbA7819108639.wav,"[387, 55, 341, 183, 387, 56, 341, 184, 387, 49, 341, 177, 387, 57, 341, 185, 387, 58, 341, 186, 387, 56, 341, 184, 387, 54, 341, 182, 387, 51, 341, 179, 387, 57, 341, 185]"
wav_AEDBbF#AFBb9421069510.wav,"[387, 57, 355, 185, 387, 52, 355, 180, 387, 50, 355, 178, 387, 58, 355, 186, 387, 54, 355, 182, 387, 57, 355, 185, 387, 53, 355, 181, 387, 58, 355, 186]"
wav_C#DC#BbF#GF12110675.wav,"[387, 49, 355, 305, 177, 387, 50, 355, 305, 178, 387, 49, 355, 305, 177, 387, 58, 355, 305, 186, 387, 54, 355, 305, 182, 387, 55, 355, 305, 183, 387, 53, 355, 305, 181]"
wav_CC#BF#01116.wav,"[387, 48, 355, 275, 176, 387, 49, 355, 275, 177, 387, 59, 355, 275, 187, 387, 54, 355, 275, 182]"
wav_F#GBBBbCEC#BC67111110041110.wav,"[387, 54, 355, 275, 182, 387, 55, 355, 275, 183, 387, 59, 355, 275, 187, 387, 59, 355, 275, 187, 387, 58, 355, 275, 186, 387, 48, 355, 275, 176, 387, 52, 355, 275, 180, 387, 49, 355, 275, 177, 387, 59, 355, 275, 187, 387, 48, 355, 275, 176]"
wav_GBbC#BFEb71011153.wav,"[387, 55, 330, 183, 387, 58, 330, 186, 387, 49, 330, 177, 387, 59, 330, 187, 387, 53, 330, 181, 387, 51, 330, 179]"
wav_CFDF#FEEABb0526544910.wav,"[387, 48, 355, 176, 387, 53, 355, 181, 387, 50, 355, 178, 387, 54, 355, 182, 387, 53, 355, 181, 387, 52, 355, 180, 387, 52, 355, 180, 387, 57, 355, 185, 387, 58, 355, 186]"
wav_EGDBb47210.wav,"[387, 52, 355, 305, 180, 387, 55, 355, 305, 183, 387, 50, 355, 305, 178, 387, 58, 355, 305, 186]"
wav_ACBbFGBED9010571142.wav,"[387, 57, 330, 185, 387, 48, 330, 176, 387, 58, 330, 186, 387, 53, 330, 181, 387, 55, 330, 183, 387, 59, 330, 187, 387, 52, 330, 180, 387, 50, 330, 178]"
wav_BbF#F#EC#E1066414.wav,"[387, 58, 355, 305, 186, 387, 54, 355, 305, 182, 387, 54, 355, 305, 182, 387, 52, 355, 305, 180, 387, 49, 355, 305, 177, 387, 52, 355, 305, 180]"
wav_CDC#GC#DAFG021712957.wav,"[387, 48, 355, 275, 176, 387, 50, 355, 275, 178, 387, 49, 355, 275, 177, 387, 55, 355, 275, 183, 387, 49, 355, 275, 177, 387, 50, 355, 275, 178, 387, 57, 355, 275, 185, 387, 53, 355, 275, 181, 387, 55, 355, 275, 183]"
wav_BbEEEbBbEF104431045.wav,"[387, 58, 341, 186, 387, 52, 341, 180, 387, 52, 341, 180, 387, 51, 341, 179, 387, 58, 341, 186, 387, 52, 341, 180, 387, 53, 341, 181]"
wav_BbEbC#ABBCA10319111109.wav,"[387, 58, 355, 186, 387, 51, 355, 179, 387, 49, 355, 177, 387, 57, 355, 185, 387, 59, 355, 187, 387, 59, 355, 187, 387, 48, 355, 176, 387, 57, 355, 185]"
wav_AEC940.wav,"[387, 57, 355, 275, 185, 387, 52, 355, 275, 180, 387, 48, 355, 275, 176]"
wav_CBbAAbF#BbAGCD010986109702.wav,"[387, 48, 355, 275, 176, 387, 58, 355, 275, 186, 387, 57, 355, 275, 185, 387, 56, 355, 275, 184, 387, 54, 355, 275, 182, 387, 58, 355, 275, 186, 387, 57, 355, 275, 185, 387, 55, 355, 275, 183, 387, 48, 355, 275, 176, 387, 50, 355, 275, 178]"
wav_FCF#F#5066.wav,"[387, 53, 355, 305, 181, 387, 48, 355, 305, 176, 387, 54, 355, 305, 182, 387, 54, 355, 305, 182]"
wav_FGB5711.wav,"[387, 53, 341, 181, 387, 55, 341, 183, 387, 59, 341, 187]"
wav_C#AbCAbCG180807.wav,"[387, 49, 341, 177, 387, 56, 341, 184, 387, 48, 341, 176, 387, 56, 341, 184, 387, 48, 341, 176, 387, 55, 341, 183]"
wav_BGFEbF#G1175367.wav,"[387, 59, 330, 187, 387, 55, 330, 183, 387, 53, 330, 181, 387, 51, 330, 179, 387, 54, 330, 182, 387, 55, 330, 183]"
wav_DED242.wav,"[387, 50, 355, 275, 178, 387, 52, 355, 275, 180, 387, 50, 355, 275, 178]"
wav_F#C#F#C#AbC#A6161819.wav,"[387, 54, 330, 182, 387, 49, 330, 177, 387, 54, 330, 182, 387, 49, 330, 177, 387, 56, 330, 184, 387, 49, 330, 177, 387, 57, 330, 185]"
wav_EbBAEb31193.wav,"[387, 51, 330, 179, 387, 59, 330, 187, 387, 57, 330, 185, 387, 51, 330, 179]"
wav_C#BF#FF#ABD1116569112.wav,"[387, 49, 330, 177, 387, 59, 330, 187, 387, 54, 330, 182, 387, 53, 330, 181, 387, 54, 330, 182, 387, 57, 330, 185, 387, 59, 330, 187, 387, 50, 330, 178]"
wav_BbBbGGG1010777.wav,"[387, 58, 330, 186, 387, 58, 330, 186, 387, 55, 330, 183, 387, 55, 330, 183, 387, 55, 330, 183]"
wav_C#AAbFGFEbAbC#198575381.wav,"[387, 49, 355, 305, 177, 387, 57, 355, 305, 185, 387, 56, 355, 305, 184, 387, 53, 355, 305, 181, 387, 55, 355, 305, 183, 387, 53, 355, 305, 181, 387, 51, 355, 305, 179, 387, 56, 355, 305, 184, 387, 49, 355, 305, 177]"
wav_BF#F#BbEbGE116610374.wav,"[387, 59, 355, 305, 187, 387, 54, 355, 305, 182, 387, 54, 355, 305, 182, 387, 58, 355, 305, 186, 387, 51, 355, 305, 179, 387, 55, 355, 305, 183, 387, 52, 355, 305, 180]"
wav_ADEbAEb92393.wav,"[387, 57, 355, 185, 387, 50, 355, 178, 387, 51, 355, 179, 387, 57, 355, 185, 387, 51, 355, 179]"
wav_BFEbE11534.wav,"[387, 59, 355, 187, 387, 53, 355, 181, 387, 51, 355, 179, 387, 52, 355, 180]"
wav_GEbC#AbF73185.wav,"[387, 55, 355, 305, 183, 387, 51, 355, 305, 179, 387, 49, 355, 305, 177, 387, 56, 355, 305, 184, 387, 53, 355, 305, 181]"
wav_FEGA5479.wav,"[387, 53, 341, 181, 387, 52, 341, 180, 387, 55, 341, 183, 387, 57, 341, 185]"
wav_FBbF#F#EEBbC5106644100.wav,"[387, 53, 330, 181, 387, 58, 330, 186, 387, 54, 330, 182, 387, 54, 330, 182, 387, 52, 330, 180, 387, 52, 330, 180, 387, 58, 330, 186, 387, 48, 330, 176]"
wav_F#C#BbFEbBEbEbG61105311337.wav,"[387, 54, 355, 275, 182, 387, 49, 355, 275, 177, 387, 58, 355, 275, 186, 387, 53, 355, 275, 181, 387, 51, 355, 275, 179, 387, 59, 355, 275, 187, 387, 51, 355, 275, 179, 387, 51, 355, 275, 179, 387, 55, 355, 275, 183]"
wav_EbBGAAbF3117985.wav,"[387, 51, 355, 179, 387, 59, 355, 187, 387, 55, 355, 183, 387, 57, 355, 185, 387, 56, 355, 184, 387, 53, 355, 181]"
wav_AFEFBb954510.wav,"[387, 57, 355, 275, 185, 387, 53, 355, 275, 181, 387, 52, 355, 275, 180, 387, 53, 355, 275, 181, 387, 58, 355, 275, 186]"
wav_EbCGBbCAb3071008.wav,"[387, 51, 355, 305, 179, 387, 48, 355, 305, 176, 387, 55, 355, 305, 183, 387, 58, 355, 305, 186, 387, 48, 355, 305, 176, 387, 56, 355, 305, 184]"
wav_EEbFBbAbGCF#435108706.wav,"[387, 52, 355, 275, 180, 387, 51, 355, 275, 179, 387, 53, 355, 275, 181, 387, 58, 355, 275, 186, 387, 56, 355, 275, 184, 387, 55, 355, 275, 183, 387, 48, 355, 275, 176, 387, 54, 355, 275, 182]"
wav_FGEbF#G57367.wav,"[387, 53, 330, 181, 387, 55, 330, 183, 387, 51, 330, 179, 387, 54, 330, 182, 387, 55, 330, 183]"
wav_C#CEbEbDAF#AEF1033296945.wav,"[387, 49, 330, 177, 387, 48, 330, 176, 387, 51, 330, 179, 387, 51, 330, 179, 387, 50, 330, 178, 387, 57, 330, 185, 387, 54, 330, 182, 387, 57, 330, 185, 387, 52, 330, 180, 387, 53, 330, 181]"
wav_FEbGGEb53773.wav,"[387, 53, 330, 181, 387, 51, 330, 179, 387, 55, 330, 183, 387, 55, 330, 183, 387, 51, 330, 179]"
wav_EBbE4104.wav,"[387, 52, 355, 180, 387, 58, 355, 186, 387, 52, 355, 180]"
wav_C#BbC#ECCDEAAb11014002498.wav,"[387, 49, 355, 275, 177, 387, 58, 355, 275, 186, 387, 49, 355, 275, 177, 387, 52, 355, 275, 180, 387, 48, 355, 275, 176, 387, 48, 355, 275, 176, 387, 50, 355, 275, 178, 387, 52, 355, 275, 180, 387, 57, 355, 275, 185, 387, 56, 355, 275, 184]"
wav_C#C#Bb1110.wav,"[387, 49, 341, 177, 387, 49, 341, 177, 387, 58, 341, 186]"
wav_DBBF#BbEC#C#21111610411.wav,"[387, 50, 355, 305, 178, 387, 59, 355, 305, 187, 387, 59, 355, 305, 187, 387, 54, 355, 305, 182, 387, 58, 355, 305, 186, 387, 52, 355, 305, 180, 387, 49, 355, 305, 177, 387, 49, 355, 305, 177]"
wav_EbEF#BEF#CAG3461146097.wav,"[387, 51, 355, 305, 179, 387, 52, 355, 305, 180, 387, 54, 355, 305, 182, 387, 59, 355, 305, 187, 387, 52, 355, 305, 180, 387, 54, 355, 305, 182, 387, 48, 355, 305, 176, 387, 57, 355, 305, 185, 387, 55, 355, 305, 183]"
wav_C#GDEAAAb1724998.wav,"[387, 49, 341, 177, 387, 55, 341, 183, 387, 50, 341, 178, 387, 52, 341, 180, 387, 57, 341, 185, 387, 57, 341, 185, 387, 56, 341, 184]"
wav_EbEF345.wav,"[387, 51, 355, 305, 179, 387, 52, 355, 305, 180, 387, 53, 355, 305, 181]"
wav_AbABbC#AbA8910189.wav,"[387, 56, 330, 184, 387, 57, 330, 185, 387, 58, 330, 186, 387, 49, 330, 177, 387, 56, 330, 184, 387, 57, 330, 185]"
wav_EbCGCGC#EbEDF3070713425.wav,"[387, 51, 355, 179, 387, 48, 355, 176, 387, 55, 355, 183, 387, 48, 355, 176, 387, 55, 355, 183, 387, 49, 355, 177, 387, 51, 355, 179, 387, 52, 355, 180, 387, 50, 355, 178, 387, 53, 355, 181]"
wav_F#DCD6202.wav,"[387, 54, 330, 182, 387, 50, 330, 178, 387, 48, 330, 176, 387, 50, 330, 178]"
wav_EbCGFFAF#DC#307559621.wav,"[387, 51, 330, 179, 387, 48, 330, 176, 387, 55, 330, 183, 387, 53, 330, 181, 387, 53, 330, 181, 387, 57, 330, 185, 387, 54, 330, 182, 387, 50, 330, 178, 387, 49, 330, 177]"
wav_C#FDAbFCC#1528501.wav,"[387, 49, 355, 305, 177, 387, 53, 355, 305, 181, 387, 50, 355, 305, 178, 387, 56, 355, 305, 184, 387, 53, 355, 305, 181, 387, 48, 355, 305, 176, 387, 49, 355, 305, 177]"
wav_BEDF#AC#BBbAbAb1142691111088.wav,"[387, 59, 330, 187, 387, 52, 330, 180, 387, 50, 330, 178, 387, 54, 330, 182, 387, 57, 330, 185, 387, 49, 330, 177, 387, 59, 330, 187, 387, 58, 330, 186, 387, 56, 330, 184, 387, 56, 330, 184]"
wav_FAGAbEbDCEb59783203.wav,"[387, 53, 330, 181, 387, 57, 330, 185, 387, 55, 330, 183, 387, 56, 330, 184, 387, 51, 330, 179, 387, 50, 330, 178, 387, 48, 330, 176, 387, 51, 330, 179]"
wav_F#CC#601.wav,"[387, 54, 355, 275, 182, 387, 48, 355, 275, 176, 387, 49, 355, 275, 177]"
wav_CBbF0105.wav,"[387, 48, 330, 176, 387, 58, 330, 186, 387, 53, 330, 181]"
wav_FEbBbEbED5310342.wav,"[387, 53, 355, 305, 181, 387, 51, 355, 305, 179, 387, 58, 355, 305, 186, 387, 51, 355, 305, 179, 387, 52, 355, 305, 180, 387, 50, 355, 305, 178]"
wav_BbDACEbCBBbD102903011102.wav,"[387, 58, 355, 305, 186, 387, 50, 355, 305, 178, 387, 57, 355, 305, 185, 387, 48, 355, 305, 176, 387, 51, 355, 305, 179, 387, 48, 355, 305, 176, 387, 59, 355, 305, 187, 387, 58, 355, 305, 186, 387, 50, 355, 305, 178]"
wav_BbGC#EbBbBb107131010.wav,"[387, 58, 341, 186, 387, 55, 341, 183, 387, 49, 341, 177, 387, 51, 341, 179, 387, 58, 341, 186, 387, 58, 341, 186]"
wav_GBbF#7106.wav,"[387, 55, 355, 183, 387, 58, 355, 186, 387, 54, 355, 182]"
wav_C#GBF#BBGG17116111177.wav,"[387, 49, 341, 177, 387, 55, 341, 183, 387, 59, 341, 187, 387, 54, 341, 182, 387, 59, 341, 187, 387, 59, 341, 187, 387, 55, 341, 183, 387, 55, 341, 183]"
wav_GBD7112.wav,"[387, 55, 355, 275, 183, 387, 59, 355, 275, 187, 387, 50, 355, 275, 178]"
wav_BAbGBCGAF#1187110796.wav,"[387, 59, 330, 187, 387, 56, 330, 184, 387, 55, 330, 183, 387, 59, 330, 187, 387, 48, 330, 176, 387, 55, 330, 183, 387, 57, 330, 185, 387, 54, 330, 182]"
